日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2025-07-30,=4.3800,=4.3800,=4.3800,=4.3800,=125213907621.96,=125213907622.0,=63611462007.96,,=0.0153
2025-07-29,=4.3600,=4.3600,=4.3600,=4.3600,=124642154619.12,=124642154619.0,=63320998711.12,,=0.0154
2025-07-28,=4.3600,=4.3600,=4.3600,=4.3600,=124642154619.12,=124642154619.0,=63320998711.12,,=0.0154
2025-07-25,=4.3800,=4.3800,=4.3800,=4.3800,=125213907621.96,=125213907622.0,=63611462007.96,,=0.0153
2025-07-24,=4.4200,=4.4200,=4.4200,=4.4200,=126357413627.64,=126357413628.0,=64192388601.64,,=0.0152
2025-07-23,=4.3900,=4.3900,=4.3900,=4.3900,=125499784123.38,=125499784123.0,=63756693656.38,,=0.0153
2025-07-22,=4.4200,=4.4200,=4.4200,=4.4200,=126357413627.64,=126357413628.0,=64192388601.64,,=0.0152
2025-07-21,=4.3700,=4.3700,=4.3700,=4.3700,=124928031120.54,=124928031121.0,=63466230359.54,,=0.0153
2025-07-18,=4.3000,=4.3000,=4.3000,=4.3000,=122926895610.6,=122926895611.0,=62449608820.6,,=0.0156
2025-07-17,=4.2900,=4.2900,=4.2900,=4.2900,=122641019109.18,=122641019109.0,=62304377172.18,,=0.0156
2025-07-16,=4.3000,=4.3000,=4.3000,=4.3000,=122926895610.6,=122926895611.0,=62449608820.6,,=0.0156
2025-07-15,=4.3100,=4.3100,=4.3100,=4.3100,=123212772112.02,=123212772112.0,=62594840469.02,,=0.0155
2025-07-14,=4.3600,=4.3600,=4.3600,=4.3600,=124642154619.12,=124642154619.0,=63320998711.12,,=0.0154
2025-07-11,=4.3300,=4.3300,=4.3300,=4.3300,=123918671338.02,=123784525115.0,=62885303765.86,,=0.0155
2025-07-10,=4.3200,=4.3200,=4.3200,=4.3200,=123632485030.08,=123498648613.0,=62740072117.44,,=0.0155
2025-07-09,=4.3200,=4.3200,=4.3200,=4.3200,=123632485030.08,=123498648613.0,=62740072117.44,,=0.0155
2025-07-08,=4.3300,=4.3300,=4.3300,=4.3300,=123918671338.02,=123784525115.0,=62885303765.86,,=0.0155
2025-07-07,=4.3400,=4.3400,=4.3400,=4.3400,=124204857645.96,=124070401616.0,=63030535414.28,,=0.0154
2025-07-04,=4.3100,=4.3100,=4.3100,=4.3100,=123346298722.14,=123212772112.0,=62594840469.02,,=0.0155
