date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-26,2369255972797.98,1.6992,,,,,16.6372,,,,,1.6992,,,,,18.5036,,,,,0.0437,2.2830,,,,
2025-08-25,2379414249638.11,1.7064,,,,,16.7085,,,,,1.7064,,,,,18.5829,,,,,0.0435,2.2928,,,,
2025-08-22,2367526904399.66,1.6979,,,,,16.6251,,,,,1.6979,,,,,18.4901,,,,,0.0437,2.2813,,,,
2025-08-21,2356287959810.58,1.6899,,,,,16.5462,,,,,1.6899,,,,,18.4023,,,,,0.0439,2.2705,,,,
2025-08-20,2327542197688.51,1.6692,,,,,16.3443,,,,,1.6692,,,,,18.1778,,,,,0.0445,2.2428,,,,
2025-08-19,2312628982753.0,1.6585,,,,,16.2396,,,,,1.6586,,,,,18.0613,,,,,0.0448,2.2284,,,,
2025-08-18,2338348875178.01,1.6770,,,,,16.4202,,,,,1.6770,,,,,18.2622,,,,,0.0443,2.2532,,,,
2025-08-15,2341374744875.07,1.6792,,,,,16.4414,,,,,1.6792,,,,,18.2858,,,,,0.0442,2.2561,,,,
2025-08-14,2351749155264.99,1.6866,,,,,16.5143,,,,,1.6866,,,,,18.3669,,,,,0.0440,2.2661,,,,
2025-08-13,2360610630806.38,1.6930,,,,,16.5765,,,,,1.6930,,,,,18.4361,,,,,0.0439,2.2747,,,,
2025-08-12,2363636500503.44,1.6951,,,,,16.5978,,,,,1.6951,,,,,18.4597,,,,,0.0438,2.2776,,,,
2025-08-11,2355423425611.42,1.6892,,,,,16.5401,,,,,1.6892,,,,,18.3956,,,,,0.0440,2.2697,,,,
2025-08-08,2377252914140.21,1.7049,,,,,16.6934,,,,,1.7049,,,,,18.5661,,,,,0.0436,2.2907,,,,
2025-08-07,2330784200935.36,1.7383,,,,,16.7207,,,,,1.7383,,,,,18.5692,,,,,0.0431,2.2394,,,,
2025-08-06,2340077943576.33,1.7452,,,,,16.7874,,,,,1.7452,,,,,18.6432,,,,,0.0429,2.2483,,,,
2025-08-05,2357368627559.53,1.7581,,,,,16.9114,,,,,1.7581,,,,,18.7810,,,,,0.0426,2.2649,,,,
2025-08-04,2336835940329.48,1.7428,,,,,16.7641,,,,,1.7428,,,,,18.6174,,,,,0.0430,2.2452,,,,
2025-08-01,2335971406130.32,1.7422,,,,,16.7579,,,,,1.7422,,,,,18.6105,,,,,0.0430,2.2444,,,,
2025-07-31,2346345816520.24,1.7499,,,,,16.8324,,,,,1.7499,,,,,18.6932,,,,,0.0428,2.2543,,,,
2025-07-30,2366681328805.0903,1.7651,,,,,16.9782,,,,,1.7651,,,,,18.8552,,,,,0.0425,2.2739,,,,
2025-07-29,2359981746922.8003,1.7601,,,,,16.9302,,,,,1.7601,,,,,18.8018,,,,,0.0426,2.2674,,,,
2025-07-28,2363871826725.42,1.7630,,,,,16.9581,,,,,1.7630,,,,,18.8328,,,,,0.0425,2.2712,,,,
2025-07-25,2383322225738.52,1.7775,,,,,17.0976,,,,,1.7775,,,,,18.9877,,,,,0.0422,2.2899,,,,
2025-07-24,2398882544949.0,1.7891,,,,,17.2092,,,,,1.7891,,,,,19.1117,,,,,0.0419,2.3048,,,,
2025-07-23,2407094935643.42,1.7952,,,,,17.2682,,,,,1.7952,,,,,19.1771,,,,,0.0418,2.3127,,,,
2025-07-22,2412281708713.58,1.7991,,,,,17.3054,,,,,1.7991,,,,,19.2185,,,,,0.0417,2.3177,,,,
2025-07-21,2404717664652.9297,1.7934,,,,,17.2511,,,,,1.7934,,,,,19.1582,,,,,0.0418,2.3104,,,,
2025-07-18,2413794517525.71,1.8002,,,,,17.3162,,,,,1.8002,,,,,19.2305,,,,,0.0416,2.3191,,,,
2025-07-17,2415307326337.8403,1.8013,,,,,17.3271,,,,,1.8013,,,,,19.2426,,,,,0.0416,2.3206,,,,
2025-07-16,2441025076144.0503,1.7584,,,,,17.5116,,,,,1.7584,,,,,19.4475,,,,,0.0412,2.3453,,,,
2025-07-15,2429570952280.7803,1.8118,,,,,17.4294,,,,,1.8118,,,,,19.3562,,,,,0.0414,2.3343,,,,
2025-07-14,2445995733669.62,1.8240,,,,,17.5472,,,,,1.8240,,,,,19.4871,,,,,0.0411,2.3501,,,,
2025-07-11,2436918880796.8403,1.8172,,,,,17.4821,,,,,1.8172,,,,,19.4147,,,,,0.0412,2.3414,,,,
2025-07-10,2429138721191.6,1.8114,,,,,17.4263,,,,,1.8114,,,,,19.3528,,,,,0.0414,2.3339,,,,
2025-07-09,2453343662185.6797,1.8295,,,,,17.5999,,,,,1.8295,,,,,19.5456,,,,,0.0410,2.3571,,,,
2025-07-08,2419413521685.0503,1.8042,,,,,17.3565,,,,,1.8042,,,,,19.2753,,,,,0.0415,2.3245,,,,
2025-07-07,2425680872478.1597,1.8089,,,,,17.4015,,,,,1.8089,,,,,19.3252,,,,,0.0414,2.3306,,,,
