日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-03-18,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=1.5785,,,,
2026-03-17,=8.9400,=8.9400,=8.9400,=8.9400,=183877938541.56,=168816566711.0,=168816566710.98,,=1.5910,,,,
2026-03-16,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=1.6123,,,,
2026-03-13,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=1.6444,,,,
2026-03-12,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=172970889381.72,,=1.6301,,,,
2026-03-11,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=1.6123,,,,
2026-03-10,=8.8900,=8.8900,=8.8900,=8.8900,=182849538437.86,=167872402468.0,=167872402467.63,,=1.5821,,,,
2026-03-09,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=1.5856,,,,
2026-03-06,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=1.5714,,,,
2026-03-05,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=1.5625,,,,
2026-03-04,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=1.5447,,,,
2026-03-03,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=1.5483,,,,
2026-03-02,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=1.5412,,,,
2026-02-27,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=1.5162,,,,
2026-02-26,=8.5300,=8.5300,=8.5300,=8.5300,=175445057691.22,=161074419916.0,=161074419915.51,,=1.5180,,,,
2026-02-25,=8.4900,=8.4900,=8.4900,=8.4900,=174622337608.26,=160319088521.0,=160319088520.83,,=1.5109,,,,
2026-02-24,=8.5600,=8.5600,=8.5600,=8.5600,=176062097753.44,=161640918462.0,=161640918461.52,,=1.5234,,,,
2026-02-13,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=1.5162,,,,
2026-02-12,=8.5700,=8.5700,=8.5700,=8.5700,=176267777774.18,=161829751310.0,=161829751310.19,,=1.5251,,,,
2026-02-11,=8.5800,=8.5800,=8.5800,=8.5800,=176473457794.92,=162018584159.0,=162018584158.86,,=1.5269,,,,
2026-02-10,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=1.5323,,,,
2026-02-09,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=1.5358,,,,
2026-02-06,=8.6000,=8.6000,=8.6000,=8.6000,=176884817836.4,=162396249856.0,=162396249856.2,,=1.5305,,,,
2026-02-05,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=1.5394,,,,
2026-02-04,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=1.5412,,,,
2026-02-03,=8.5600,=8.5600,=8.5600,=8.5600,=176062097753.44,=161640918462.0,=161640918461.52,,=1.5234,,,,
2026-02-02,=8.5500,=8.5500,=8.5500,=8.5500,=175856417732.7,=161452085613.0,=161452085612.85,,=1.5216,,,,
2026-01-30,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=1.5323,,,,
2026-01-29,=8.6100,=8.6100,=8.6100,=8.6100,=177090497857.14,=162585082705.0,=162585082704.87,,=1.5323,,,,
2026-01-28,=8.6200,=8.6200,=8.6200,=8.6200,=177296177877.88,=162773915554.0,=162773915553.54,,=1.5340,,,,
2026-01-27,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2026-01-26,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=1.5678,,,,
2026-01-23,=8.8900,=8.8900,=8.8900,=8.8900,=182849538437.86,=167872402468.0,=167872402467.63,,=1.5821,,,,
2026-01-22,=8.9400,=8.9400,=8.9400,=8.9400,=183877938541.56,=168816566711.0,=168816566710.98,,=1.5910,,,,
2026-01-21,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=1.5785,,,,
2026-01-20,=9.0200,=9.0200,=9.0200,=9.0200,=185523378707.48,=170327229500.0,=170327229500.34,,=1.6052,,,,
2026-01-19,=9.0100,=9.0100,=9.0100,=9.0100,=185317698686.74,=170138396652.0,=170138396651.67,,=1.6034,,,,
2026-01-16,=8.9000,=8.9000,=8.9000,=8.9000,=183055218458.6,=168061235316.0,=168061235316.3,,=1.5839,,,,
2026-01-15,=8.8700,=8.8700,=8.8700,=8.8700,=182438178396.38,=167494736770.0,=167494736770.29,,=1.5785,,,,
2026-01-14,=8.9500,=8.9500,=8.9500,=8.9500,=184083618562.3,=169005399560.0,=169005399559.65,,=1.5928,,,,
2026-01-13,=9.0200,=9.0200,=9.0200,=9.0200,=185523378707.48,=170327229500.0,=170327229500.34,,=1.6052,,,,
2026-01-12,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=1.6444,,,,
2026-01-09,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=1.6088,,,,
2026-01-08,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=1.6177,,,,
2026-01-07,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=1.5856,,,,
2026-01-06,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=1.5607,,,,
2026-01-05,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2025-12-31,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=1.5394,,,,
2025-12-30,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=1.5429,,,,
2025-12-29,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2025-12-26,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=1.5607,,,,
2025-12-25,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=1.5625,,,,
2025-12-24,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=1.5554,,,,
2025-12-23,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=1.5447,,,,
2025-12-22,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2025-12-19,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=1.5572,,,,
2025-12-18,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=1.5447,,,,
2025-12-17,=8.6800,=8.6800,=8.6800,=8.6800,=178530258002.32,=163906912646.0,=163906912645.56,,=1.5447,,,,
2025-12-16,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=1.5358,,,,
2025-12-15,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=1.5518,,,,
2025-12-12,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=1.5625,,,,
2025-12-11,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=1.5483,,,,
2025-12-10,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=1.5429,,,,
2025-12-09,=8.6500,=8.6500,=8.6500,=8.6500,=177913217940.1,=163340414100.0,=163340414099.55,,=1.5394,,,,
2025-12-08,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=1.5554,,,,
2025-12-05,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=1.5607,,,,
2025-12-04,=8.6700,=8.6700,=8.6700,=8.6700,=178324577981.58,=163718079797.0,=163718079796.89,,=1.5429,,,,
2025-12-03,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=1.5483,,,,
2025-12-02,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=1.5483,,,,
2025-12-01,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2025-11-28,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=1.5358,,,,
2025-11-27,=8.6000,=8.6000,=8.6000,=8.6000,=176884817836.4,=162396249856.0,=162396249856.2,,=1.5305,,,,
2025-11-26,=8.6400,=8.6400,=8.6400,=8.6400,=177707537919.36,=163151581251.0,=163151581250.88,,=1.5376,,,,
2025-11-25,=8.7000,=8.7000,=8.7000,=8.7000,=178941618043.8,=164284578343.0,=164284578342.9,,=1.5483,,,,
2025-11-24,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.5501,,,,
2025-11-21,=8.6600,=8.6600,=8.6600,=8.6600,=178118897960.84,=163529246948.0,=163529246948.22,,=1.5412,,,,
2025-11-20,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=1.5572,,,,
2025-11-19,=8.7300,=8.7300,=8.7300,=8.7300,=179558658106.02,=164851076889.0,=164851076888.91,,=1.5536,,,,
2025-11-18,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=1.5661,,,,
2025-11-17,=8.8200,=8.8200,=8.8200,=8.8200,=181409778292.68,=166550572527.0,=166550572526.94,,=1.5696,,,,
2025-11-14,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=1.5856,,,,
2025-11-13,=9.0000,=9.0000,=9.0000,=9.0000,=185112018666.0,=169949563803.0,=169949563803.0,,=1.6017,,,,
2025-11-12,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=1.5981,,,,
2025-11-11,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=1.6123,,,,
2025-11-10,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=1.6195,,,,
2025-11-07,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=1.6177,,,,
2025-11-06,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=173159722230.39,,=1.6319,,,,
2025-11-05,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=1.6195,,,,
2025-11-04,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=1.6123,,,,
2025-11-03,=9.1000,=9.1000,=9.1000,=9.1000,=187168818873.4,=171837892290.0,=171837892289.7,,=1.6195,,,,
2025-10-31,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=1.5981,,,,
2025-10-30,=9.3800,=9.3800,=9.3800,=9.3800,=192927859454.12,=177125212052.0,=177125212052.46,,=1.6693,,,,
2025-10-29,=9.5100,=9.5100,=9.5100,=9.5100,=195601699723.74,=179580039085.0,=179580039085.17,,=1.7785,,,,
2025-10-28,=9.3900,=9.3900,=9.3900,=9.3900,=193133539474.86,=177314044901.0,=177314044901.13,,=1.7561,,,,
2025-10-27,=9.4700,=9.4700,=9.4700,=9.4700,=194778979640.78,=178824707690.0,=178824707690.49,,=1.7710,,,,
2025-10-24,=9.0900,=9.0900,=9.0900,=9.0900,=186963138852.66,=171649059441.0,=171649059441.03,,=1.7000,,,,
2025-10-23,=9.1300,=9.1300,=9.1300,=9.1300,=187785858935.62,=172404390836.0,=172404390835.71,,=1.7075,,,,
2025-10-22,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=1.6925,,,,
2025-10-21,=9.0500,=9.0500,=9.0500,=9.0500,=186140418769.7,=170893728046.0,=170893728046.35,,=1.6925,,,,
2025-10-20,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=1.6944,,,,
2025-10-17,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=1.6906,,,,
2025-10-16,=9.1700,=9.1700,=9.1700,=9.1700,=188608579018.58,=173159722230.0,=173159722230.39,,=1.7149,,,,
2025-10-15,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=1.7056,,,,
2025-10-14,=9.1900,=9.1900,=9.1900,=9.1900,=189019939060.06,=173537387928.0,=173537387927.73,,=1.7187,,,,
2025-10-13,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=1.6962,,,,
2025-10-10,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=1.6813,,,,
2025-10-09,=9.1100,=9.1100,=9.1100,=9.1100,=187374498894.14,=172026725138.0,=172026725138.37,,=1.7037,,,,
2025-09-30,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.6289,,,,
2025-09-29,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=1.6308,,,,
2025-09-26,=8.6300,=8.6300,=8.6300,=8.6300,=177501857898.62,=162962748402.0,=162962748402.21,,=1.6140,,,,
2025-09-25,=8.5200,=8.5200,=8.5200,=8.5200,=175239377670.48,=160885587067.0,=160885587066.84,,=1.5934,,,,
2025-09-24,=8.4900,=8.4900,=8.4900,=8.4900,=174622337608.26,=160319088521.0,=160319088520.83,,=1.5878,,,,
2025-09-23,=8.5300,=8.5300,=8.5300,=8.5300,=175445057691.22,=161074419916.0,=161074419915.51,,=1.5952,,,,
2025-09-22,=8.4600,=8.4600,=8.4600,=8.4600,=174005297546.04,=159752589975.0,=159752589974.82,,=1.5822,,,,
2025-09-19,=8.5000,=8.5000,=8.5000,=8.5000,=174828017629.0,=160507921370.0,=160507921369.5,,=1.5896,,,,
2025-09-18,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=1.6289,,,,
2025-09-17,=8.8600,=8.8600,=8.8600,=8.8600,=182232498375.64,=167305903922.0,=167305903921.62,,=1.6570,,,,
2025-09-16,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=1.6514,,,,
2025-09-15,=8.8300,=8.8300,=8.8300,=8.8300,=181615458313.42,=166739405376.0,=166739405375.61,,=1.6514,,,,
2025-09-12,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=1.6457,,,,
2025-09-11,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=1.6476,,,,
2025-09-10,=8.7700,=8.7700,=8.7700,=8.7700,=180381378188.98,=165606408284.0,=165606408283.59,,=1.6401,,,,
2025-09-09,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=1.6420,,,,
2025-09-08,=8.8000,=8.8000,=8.8000,=8.8000,=180998418251.2,=166172906830.0,=166172906829.6,,=1.6457,,,,
2025-09-05,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=1.6345,,,,
2025-09-04,=8.7800,=8.7800,=8.7800,=8.7800,=180587058209.72,=165795241132.0,=165795241132.26,,=1.6420,,,,
2025-09-03,=8.7600,=8.7600,=8.7600,=8.7600,=180175698168.24,=165417575435.0,=165417575434.92,,=1.6383,,,,
2025-09-02,=8.8800,=8.8800,=8.8800,=8.8800,=182643858417.12,=167683569619.0,=167683569618.96,,=1.6607,,,,
2025-09-01,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=1.6476,,,,
2025-08-29,=8.9100,=8.9100,=8.9100,=8.9100,=183260898479.34,=168250068165.0,=168250068164.97,,=1.6663,,,,
2025-08-28,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=1.6888,,,,
2025-08-27,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=69603376438.06,,=1.7059,,,,
2025-08-26,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=70984700336.5,,=1.7397,,,,
2025-08-25,=9.2700,=9.2700,=9.2700,=9.2700,=190665379225.98,=175048050717.0,=71138180769.66,,=1.7435,,,,
2025-08-22,=9.1500,=9.1500,=9.1500,=9.1500,=188197218977.1,=172782056533.0,=70217298170.7,,=1.7209,,,,
2025-08-21,=9.1600,=9.1600,=9.1600,=9.1600,=188402898997.84,=172970889382.0,=70294038387.28,,=1.7228,,,,
2025-08-20,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=69526636221.48,,=1.7040,,,,
