日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-07-31,=54.6600,=54.6600,=54.6600,=54.6600,=142648581459.12,=109483232907.0,=78868620366.48,,=3.5374,,,,
2025-07-30,=55.5500,=55.5500,=55.5500,=55.5500,=144971253202.6,=111265890743.0,=80152796585.4,,=3.5950,,,,
2025-07-29,=55.0300,=55.0300,=55.0300,=55.0300,=143614186565.96,=110224337850.0,=79402491378.84,,=3.5613,,,,
2025-07-28,=55.5700,=55.5700,=55.5700,=55.5700,=145023448073.24,=111305950469.0,=80181654477.96,,=3.5963,,,,
2025-07-25,=56.7900,=56.7900,=56.7900,=56.7900,=148207335182.28,=113749593794.0,=81941985924.12,,=3.6752,,,,
2025-07-24,=57.3800,=57.3800,=57.3800,=57.3800,=149747083866.16,=114931355730.0,=82793293754.64,,=3.7134,,,,
2025-07-23,=57.3700,=57.3700,=57.3700,=57.3700,=149720986430.84,=114911325867.0,=82778864808.36,,=3.7128,,,,
2025-07-22,=57.3500,=57.3500,=57.3500,=57.3500,=149668791560.2,=114871266140.0,=82750006915.8,,=3.7115,,,,
2025-07-21,=57.5700,=57.5700,=57.5700,=57.5700,=150242935137.24,=115311923133.0,=83067443733.96,,=3.7257,,,,
2025-07-18,=58.0000,=58.0000,=58.0000,=58.0000,=151365124856.0,=116173207256.0,=83687888424.0,,=3.7535,,,,
2025-07-17,=57.5800,=57.5800,=57.5800,=57.5800,=150269032572.56,=115331952997.0,=83081872680.24,,=3.7264,,,,
2025-07-16,=56.7600,=56.7600,=56.7600,=56.7600,=148129042876.32,=113689504204.0,=81898699085.28,,=3.6733,,,,
2025-07-15,=56.7700,=56.7700,=56.7700,=56.7700,=148155140311.64,=113709534068.0,=81913128031.56,,=3.6739,,,,
2025-07-14,=56.7100,=56.7100,=56.7100,=56.7100,=147998555699.72,=113589354888.0,=81826554353.88,,=3.6701,,,,
2025-07-11,=56.7700,=56.7700,=56.7700,=56.7700,=148155140311.64,=113709534068.0,=81913128031.56,,=3.6739,,,,
2025-07-10,=56.4100,=56.4100,=56.4100,=56.4100,=147215632640.12,=112988458988.0,=81393685965.48,,=3.6506,,,,
2025-07-09,=56.8000,=56.8000,=56.8000,=56.8000,=148233432617.6,=113769623658.0,=81956414870.4,,=3.6759,,,,
2025-07-08,=57.6400,=57.6400,=57.6400,=57.6400,=150425617184.48,=115452132176.0,=83168446357.92,,=3.7302,,,,
2025-07-07,=58.1300,=58.1300,=58.1300,=58.1300,=151704391515.16,=116433595479.0,=83875464725.64,,=3.7619,,,,
2025-07-04,=58.1300,=58.1300,=58.1300,=58.1300,=151704391515.16,=116433595479.0,=83875464725.64,,=3.7619,,,,
