date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-25,1235303504044.16,9.1653,,,,,1.6360,,,,,1.6698,,,,,0.0493,9.4335,,,,,2.9703,,,,
2025-08-22,1219618619229.44,9.0490,,,,,1.6152,,,,,1.6486,,,,,0.0499,9.3137,,,,,2.9325,,,,
2025-08-21,1224846914167.68,9.0877,,,,,1.6222,,,,,1.6556,,,,,0.0497,9.3536,,,,,2.9451,,,,
2025-08-20,1215816222910.72,9.0207,,,,,1.6102,,,,,1.6434,,,,,0.0501,9.2847,,,,,2.9234,,,,
2025-08-19,1212013826592.0,8.9925,,,,,1.6052,,,,,1.6383,,,,,0.0503,9.2556,,,,,2.9143,,,,
2025-08-18,1215340923370.88,9.0172,,,,,1.6096,,,,,1.6428,,,,,0.0501,9.2810,,,,,2.9223,,,,
2025-08-15,1222470416468.48,9.0701,,,,,1.6190,,,,,1.6524,,,,,0.0498,9.3355,,,,,2.9394,,,,
2025-08-14,1226272812787.2,9.0983,,,,,1.6241,,,,,1.6576,,,,,0.0497,9.3645,,,,,2.9485,,,,
2025-08-13,1231025808185.6,9.1336,,,,,1.6304,,,,,1.6640,,,,,0.0495,9.4008,,,,,2.9600,,,,
2025-08-12,1237204702203.52,9.1794,,,,,1.6385,,,,,1.6723,,,,,0.0492,9.4480,,,,,2.9748,,,,
2025-08-11,1228649310486.4,9.1160,,,,,1.6272,,,,,1.6608,,,,,0.0496,9.3827,,,,,2.9543,,,,
2025-08-08,1245760093920.64,9.2429,,,,,1.6499,,,,,1.6839,,,,,0.0489,9.5133,,,,,2.9954,,,,
2025-08-07,1243383596221.44,9.2253,,,,,1.6467,,,,,1.6807,,,,,0.0490,9.4952,,,,,2.9897,,,,
2025-08-06,1236254103123.84,9.1724,,,,,1.6373,,,,,1.6711,,,,,0.0493,9.4407,,,,,2.9725,,,,
2025-08-05,1237204702203.52,9.1794,,,,,1.6385,,,,,1.6723,,,,,0.0492,9.4480,,,,,2.9748,,,,
2025-08-04,1225797513247.36,9.0948,,,,,1.6234,,,,,1.6569,,,,,0.0497,9.3609,,,,,2.9474,,,,
2025-08-01,1232927006344.96,9.1477,,,,,1.6329,,,,,1.6666,,,,,0.0494,9.4153,,,,,2.9645,,,,
2025-07-31,1243383596221.44,9.2253,,,,,1.6467,,,,,1.6807,,,,,0.0490,9.4952,,,,,2.9897,,,,
2025-07-30,1259068481036.16,9.3417,,,,,1.6675,,,,,1.7019,,,,,0.0484,9.6150,,,,,3.0274,,,,
2025-07-29,1241482398062.08,9.2112,,,,,1.6442,,,,,1.6781,,,,,0.0491,9.4807,,,,,2.9851,,,,
2025-07-28,1229124610026.24,9.1195,,,,,1.6278,,,,,1.6614,,,,,0.0496,9.3863,,,,,2.9554,,,,
2025-07-25,1238630600823.04,9.1900,,,,,1.6404,,,,,1.6743,,,,,0.0492,9.4589,,,,,2.9783,,,,
2025-07-24,1238155301283.2,9.1865,,,,,1.6398,,,,,1.6736,,,,,0.0492,9.4552,,,,,2.9771,,,,
2025-07-23,1238630600823.04,9.1900,,,,,1.6404,,,,,1.6743,,,,,0.0492,9.4589,,,,,2.9783,,,,
2025-07-22,1241957697601.92,9.2147,,,,,1.6448,,,,,1.6788,,,,,0.0490,9.4843,,,,,2.9863,,,,
2025-07-21,1235778803584.0,9.1689,,,,,1.6367,,,,,1.6704,,,,,0.0493,9.4371,,,,,2.9714,,,,
2025-07-18,1228649310486.4,9.1160,,,,,1.6272,,,,,1.6608,,,,,0.0496,9.3827,,,,,2.9543,,,,
2025-07-17,1221519817388.8,9.0631,,,,,1.6178,,,,,1.6511,,,,,0.0499,9.3282,,,,,2.9371,,,,
2025-07-16,1226272812787.2,9.0983,,,,,1.5681,,,,,1.5993,,,,,0.0497,9.3645,,,,,2.9485,,,,
2025-07-15,1226748112327.04,9.1019,,,,,1.6247,,,,,1.6582,,,,,0.0497,9.3681,,,,,2.9497,,,,
2025-07-14,1238155301283.2,9.1865,,,,,1.6398,,,,,1.6736,,,,,0.0492,9.4552,,,,,2.9771,,,,
2025-07-11,1231025808185.6,9.1336,,,,,1.6304,,,,,1.6640,,,,,0.0495,9.4008,,,,,2.9600,,,,
2025-07-10,1288061752966.4,9.5568,,,,,1.6433,,,,,1.6759,,,,,0.0473,9.8364,,,,,3.0971,,,,
2025-07-09,1243383596221.44,9.2253,,,,,1.5863,,,,,1.6178,,,,,0.0490,9.4952,,,,,2.9897,,,,
2025-07-08,1238630600823.04,9.1900,,,,,1.5802,,,,,1.6116,,,,,0.0492,9.4589,,,,,2.9783,,,,
2025-07-07,1235303504044.16,9.1653,,,,,1.5760,,,,,1.6073,,,,,0.0493,9.4335,,,,,2.9703,,,,
