date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-08-20,388180777709.25,0.9647,,,,,1.5330,,,,,1.5412,,,,,0.0268,9.0701,,,,,9.0637,,,,
2025-08-19,375866740646.85,0.9341,,,,,1.4843,,,,,1.4923,,,,,0.0276,8.7823,,,,,8.7762,,,,
2025-08-18,383851624054.5,0.9540,,,,,1.5159,,,,,1.5240,,,,,0.0271,8.9689,,,,,8.9626,,,,
2025-08-15,381927555763.5,0.9492,,,,,1.5083,,,,,1.5164,,,,,0.0272,8.9240,,,,,8.9177,,,,
2025-08-14,380965521618.0,0.9468,,,,,1.5045,,,,,1.5126,,,,,0.0273,8.9015,,,,,8.8952,,,,
2025-08-13,363264093340.8,0.9028,,,,,1.4346,,,,,1.4423,,,,,0.0286,8.4879,,,,,8.4819,,,,
2025-08-12,359896973831.55,0.8944,,,,,1.4213,,,,,1.4289,,,,,0.0289,8.4092,,,,,8.4033,,,,
2025-08-11,354798192860.4,0.8818,,,,,1.4011,,,,,1.4087,,,,,0.0293,8.2901,,,,,8.2843,,,,
2025-08-08,354990599689.5,0.8822,,,,,1.4019,,,,,1.4095,,,,,0.0293,8.2946,,,,,8.2888,,,,
2025-08-07,358069108955.1,0.8899,,,,,1.4141,,,,,1.4217,,,,,0.0290,8.3665,,,,,8.3606,,,,
2025-08-06,359800770417.0,0.8942,,,,,1.4209,,,,,1.4286,,,,,0.0289,8.4070,,,,,8.4011,,,,
2025-08-05,361243821635.25,0.8978,,,,,1.4266,,,,,1.4343,,,,,0.0288,8.4407,,,,,8.4348,,,,
2025-08-04,357107074809.6,0.8875,,,,,1.4103,,,,,1.4179,,,,,0.0291,8.3440,,,,,8.3382,,,,
2025-08-01,356914667980.5,0.8870,,,,,1.4095,,,,,1.4171,,,,,0.0291,8.3395,,,,,8.3337,,,,
2025-07-31,360377990904.3,0.8956,,,,,1.4232,,,,,1.4308,,,,,0.0288,8.4204,,,,,8.4145,,,,
2025-07-30,373750265526.75,0.9289,,,,,1.4760,,,,,1.4839,,,,,0.0278,8.7329,,,,,8.7268,,,,
2025-07-29,368266670897.4,0.9152,,,,,1.4543,,,,,1.4622,,,,,0.0282,8.6048,,,,,8.5987,,,,
2025-07-28,375097113330.45,0.9322,,,,,1.4813,,,,,1.4893,,,,,0.0277,8.7644,,,,,8.7582,,,,
2025-07-25,360666601147.95,0.8963,,,,,1.4243,,,,,1.4320,,,,,0.0288,8.4272,,,,,8.4213,,,,
2025-07-24,359704567002.45,0.8939,,,,,1.4205,,,,,1.4282,,,,,0.0289,8.4047,,,,,8.3988,,,,
2025-07-23,357395685053.25,0.8882,,,,,1.4114,,,,,1.4190,,,,,0.0291,8.3508,,,,,8.3449,,,,
2025-07-22,348160157256.45,0.8653,,,,,1.3749,,,,,1.3823,,,,,0.0298,8.1350,,,,,8.1293,,,,
2025-07-21,352681717740.3,0.8765,,,,,1.3928,,,,,1.4003,,,,,0.0295,8.2406,,,,,8.2348,,,,
2025-07-18,356818464565.95,0.8868,,,,,1.4091,,,,,1.4167,,,,,0.0291,8.3373,,,,,8.3314,,,,
2025-07-17,363167889926.25,0.9026,,,,,1.3777,,,,,1.3848,,,,,0.0286,8.4856,,,,,8.4797,,,,
2025-07-16,363456500169.9,0.9033,,,,,1.3788,,,,,1.3859,,,,,0.0286,8.4924,,,,,8.4864,,,,
2025-07-15,364803347973.6001,0.9066,,,,,1.3839,,,,,1.3910,,,,,0.0285,8.5238,,,,,8.5179,,,,
2025-07-14,368459077726.5,0.9157,,,,,1.3977,,,,,1.4050,,,,,0.0282,8.6093,,,,,8.6032,,,,
2025-07-11,369998332359.3,0.9195,,,,,1.4036,,,,,1.4108,,,,,0.0281,8.6452,,,,,8.6392,,,,
2025-07-10,361917245537.1,0.8994,,,,,1.3729,,,,,1.3800,,,,,0.0287,8.4564,,,,,8.4505,,,,
2025-07-09,356914667980.5,0.8870,,,,,1.3539,,,,,1.3610,,,,,0.0291,8.3395,,,,,8.3337,,,,
2025-07-08,363937517242.65,0.9045,,,,,1.3806,,,,,1.3877,,,,,0.0285,8.5036,,,,,8.4977,,,,
2025-07-07,362975483097.15,0.9021,,,,,1.3769,,,,,1.3841,,,,,0.0286,8.4811,,,,,8.4752,,,,
