日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-05-26,=1103.0000,=1103.0000,=1103.0000,=1103.0000,=1228301389002.0,=1222461155113.0,=1008503228088.0,,=82.6615,,,,
2026-05-25,=1093.0000,=1093.0000,=1093.0000,=1093.0000,=1217165383662.0,=1211378098403.0,=999359953128.0,,=81.9121,,,,
2026-05-22,=1037.9800,=1037.9800,=1037.9800,=1037.9800,=1155895082281.32,=1150399120385.0,=949053654298.08,,=77.7887,,,,
2026-05-21,=993.3400,=993.3400,=993.3400,=993.3400,=1106183954443.56,=1100924355231.0,=908238074876.64,,=74.4433,,,,
2026-05-20,=1037.0000,=1037.0000,=1037.0000,=1037.0000,=1154803753758.0,=1149312980827.0,=948157613352.0,,=77.7153,,,,
2026-05-19,=1030.0000,=1030.0000,=1030.0000,=1030.0000,=1147008550020.0,=1141554841130.0,=941757320880.0,,=77.1907,,,,
2026-05-18,=1045.0000,=1045.0000,=1045.0000,=1045.0000,=1163712558030.0,=1158179426195.0,=955472233320.0,,=78.3148,,,,
2026-05-15,=1049.8700,=1049.8700,=1049.8700,=1049.8700,=1169135792630.5798,=1163576874813.0,=959925008225.52,,=78.6798,,,,
2026-05-14,=1078.0000,=1078.0000,=1078.0000,=1078.0000,=1200461375652.0,=1194753513338.0,=985645040688.0,,=80.7879,,,,
2026-05-13,=1049.2000,=1049.2000,=1049.2000,=1049.2000,=1168389680272.8,=1162834310013.0,=959312408803.2,,=78.6296,,,,
2026-05-12,=1017.9900,=1017.9900,=1017.9900,=1017.9900,=1133634207606.66,=1128244090021.0,=930776247653.04,,=76.2906,,,,
2026-05-11,=940.1300,=940.1300,=940.1300,=940.1300,=1046929270029.42,=1041951410477.0,=859586708814.48,,=70.4556,,,,
2026-05-08,=886.0000,=886.0000,=886.0000,=886.0000,=986650073124.0,=981958824506.0,=810094161456.0,,=66.3990,,,,
2026-05-07,=877.4700,=877.4700,=877.4700,=877.4700,=977151060568.98,=972504977132.0,=802294947915.12,,=65.7597,,,,
2026-05-06,=856.0000,=856.0000,=856.0000,=856.0000,=953242057104.0,=948709654376.0,=782664336576.0,,=64.1507,,,,
2026-04-30,=857.5000,=857.5000,=857.5000,=857.5000,=954912457905.0,=950372112883.0,=784035827820.0,,=64.2631,,,,
2026-04-29,=846.0000,=846.0000,=846.0000,=846.0000,=942106051764.0,=937626597666.0,=773521061616.0,,=63.4013,,,,
2026-04-28,=825.0000,=825.0000,=825.0000,=825.0000,=918720440550.0,=914352178575.0,=754320184200.0,,=61.8275,,,,
2026-04-27,=857.0300,=857.0300,=857.0300,=857.0300,=954389065654.02,=949851209217.0,=783606093896.88,,=64.2279,,,,
2026-04-24,=886.9900,=886.9900,=886.9900,=886.9900,=987752537652.66,=983056047120.0,=810999345677.04,,=66.4732,,,,
2026-04-23,=897.0000,=897.0000,=897.0000,=897.0000,=998899678998.0,=994150186887.0,=820151763912.0,,=67.2233,,,,
2026-04-22,=886.6200,=886.6200,=886.6200,=886.6200,=987340505455.08,=982645974022.0,=810661044503.52,,=66.4454,,,,
2026-04-21,=864.8600,=864.8600,=864.8600,=864.8600,=960961802343.24,=956101936059.0,=790765278190.56,,=64.6702,,,,
2026-04-20,=850.0000,=850.0000,=850.0000,=850.0000,=944450583900.0,=939674219700.0,=777178371600.0,,=63.5591,,,,
2026-04-17,=851.0000,=851.0000,=851.0000,=851.0000,=945561702234.0,=940779718782.0,=778092699096.0,,=63.6338,,,,
2026-04-16,=809.6100,=809.6100,=809.6100,=809.6100,=899572514389.74,=895023111778.0,=739729724026.56,,=83.9933,,,,
2026-04-15,=779.9800,=779.9800,=779.9800,=779.9800,=866650078153.3201,=862267173978.0,=712657193150.08,,=80.9193,,,,
2026-04-14,=773.0000,=773.0000,=773.0000,=773.0000,=858894472182.0,=854550790386.0,=706279661408.0,,=80.1952,,,,
2026-04-13,=738.0000,=738.0000,=738.0000,=738.0000,=820005330492.0,=815858322516.0,=674300634048.0,,=76.5641,,,,
2026-04-10,=734.6500,=734.6500,=734.6500,=734.6500,=816283084073.1,=812154900591.0,=671239784286.4,,=76.2165,,,,
2026-04-09,=693.0200,=693.0200,=693.0200,=693.0200,=770027227828.6799,=766132973808.0,=633203015457.92,,=71.8976,,,,
2026-04-08,=688.1400,=688.1400,=688.1400,=688.1400,=764604970358.76,=760738138287.0,=628744225357.44,,=71.3913,,,,
2026-04-07,=619.5300,=619.5300,=619.5300,=619.5300,=688371141463.02,=684889846271.0,=566056194866.88,,=64.2734,,,,
2026-04-03,=606.5200,=606.5200,=606.5200,=606.5200,=673915491937.6799,=670507303215.0,=554169133553.92,,=62.9236,,,,
2026-04-02,=582.0000,=582.0000,=582.0000,=582.0000,=646670870388.0,=643400465724.0,=531765540672.0,,=60.3798,,,,
2026-04-01,=601.8700,=601.8700,=601.8700,=601.8700,=668748791684.58,=665366732483.0,=549920491347.52,,=62.4412,,,,
2026-03-31,=569.4100,=569.4100,=569.4100,=569.4100,=632681890562.94,=629482232282.0,=520262227687.36,,=59.0736,,,,
2026-03-30,=589.0800,=589.0800,=589.0800,=589.0800,=654537588192.7201,=651228223937.0,=535372926055.68,,=77.6038,,,,
2026-03-27,=598.0000,=598.0000,=598.0000,=598.0000,=664448763732.0,=661089288236.0,=543479679808.0,,=78.7789,,,,
2026-03-26,=614.2000,=614.2000,=614.2000,=614.2000,=682448880742.8,=678998396044.0,=558202707923.2001,,=80.9130,,,,
2026-03-25,=628.4000,=628.4000,=628.4000,=628.4000,=698226761085.6,=694696502889.0,=571108078246.4,,=82.7837,,,,
2026-03-24,=603.1900,=603.1900,=603.1900,=603.1900,=670215467885.4601,=666826835738.0,=548196501778.24,,=79.4626,,,,
2026-03-23,=599.6200,=599.6200,=599.6200,=599.6200,=666248775433.08,=662880199017.0,=544951982619.52,,=78.9923,,,,
2026-03-20,=612.0000,=612.0000,=612.0000,=612.0000,=680004420408.0,=676566294984.0,=556203284352.0,,=80.6232,,,,
2026-03-19,=575.2000,=575.2000,=575.2000,=575.2000,=639115265716.8,=635883877246.0,=522758380979.2,,=75.7753,,,,
2026-03-18,=580.0000,=580.0000,=580.0000,=580.0000,=644448633720.0,=641190279560.0,=527120759680.0,,=76.4076,,,,
2026-03-17,=543.0000,=543.0000,=543.0000,=543.0000,=603337255362.0,=600286761726.0,=493494090528.0,,=71.5333,,,,
2026-03-16,=561.7000,=561.7000,=561.7000,=561.7000,=624115168207.8,=620959620739.0,=510489190883.2,,=73.9968,,,,
2026-03-13,=542.0200,=542.0200,=542.0200,=542.0200,=602248359394.6799,=599203371254.0,=492603438209.92,,=71.4042,,,,
2026-03-12,=534.8000,=534.8000,=534.8000,=534.8000,=594226085023.2,=591221657774.0,=486041693580.8,,=70.4531,,,,
2026-03-11,=554.6800,=554.6800,=554.6800,=554.6800,=616315117503.12,=613199007356.0,=504109212033.28,,=73.0720,,,,
2026-03-10,=547.0000,=547.0000,=547.0000,=547.0000,=607781728698.0,=604708763654.0,=497129406112.0,,=72.0603,,,,
2026-03-09,=525.9900,=525.9900,=525.9900,=525.9900,=584437132500.66,=581482198527.0,=478034911007.04,,=69.2925,,,,
2026-03-06,=545.4800,=545.4800,=545.4800,=545.4800,=606092828830.3201,=603028402921.0,=495747986190.08,,=71.8600,,,,
2026-03-05,=557.0000,=557.0000,=557.0000,=557.0000,=618892912038.0,=615763768474.0,=506217695072.0,,=73.3776,,,,
2026-03-04,=539.0000,=539.0000,=539.0000,=539.0000,=598892782026.0,=595864759798.0,=489858774944.0,,=71.0064,,,,
2026-03-03,=563.8000,=563.8000,=563.8000,=563.8000,=626448516709.2,=623281171752.0,=512397731564.8,,=74.2735,,,,
2026-03-02,=570.5800,=570.5800,=570.5800,=570.5800,=633981899013.7201,=630776465020.0,=518559591479.68,,=75.1666,,,,
2026-02-27,=534.0000,=534.0000,=534.0000,=534.0000,=593337190356.0,=590337257388.0,=485314630464.0,,=70.3477,,,,
2026-02-26,=572.2200,=572.2200,=572.2200,=572.2200,=635804133081.48,=632589485810.0,=520050070869.12,,=75.3827,,,,
2026-02-25,=566.0700,=566.0700,=566.0700,=566.0700,=628970755327.38,=625790657846.0,=514460773158.72,,=74.5725,,,,
2026-02-24,=554.0000,=554.0000,=554.0000,=554.0000,=615559557036.0,=612447267028.0,=503491208384.0,,=72.9824,,,,
2026-02-13,=531.0000,=531.0000,=531.0000,=531.0000,=590003835354.0,=587020755942.0,=482588143776.0,,=69.9525,,,,
2026-02-12,=527.4600,=527.4600,=527.4600,=527.4600,=586070476451.64,=583107284236.0,=479370889484.16,,=69.4861,,,,
2026-02-11,=531.9100,=531.9100,=531.9100,=531.9100,=591014953037.94,=588026761381.0,=483415178071.36,,=70.0724,,,,
2026-02-10,=555.7100,=555.7100,=555.7100,=555.7100,=617459569387.14,=614337672852.0,=505045305796.16,,=73.2077,,,,
2026-02-09,=565.9900,=565.9900,=565.9900,=565.9900,=628881865860.66,=625702217807.0,=514388066847.04,,=74.5620,,,,
2026-02-06,=540.0100,=540.0100,=540.0100,=540.0100,=600015011543.34,=596981315285.0,=490776692128.96,,=71.1394,,,,
2026-02-05,=561.9900,=561.9900,=561.9900,=561.9900,=624437392524.66,=621280215879.0,=510752751263.04,,=74.0350,,,,
2026-02-04,=560.0000,=560.0000,=560.0000,=560.0000,=622226267040.0,=619080269920.0,=508944181760.0,,=73.7728,,,,
2026-02-03,=589.7000,=589.7000,=589.7000,=589.7000,=655226481559.8,=651913634235.0,=535936399971.2,,=77.6854,,,,
2026-02-02,=591.0000,=591.0000,=591.0000,=591.0000,=656670935394.0,=653350784862.0,=537117877536.0,,=77.8567,,,,
2026-01-30,=649.0000,=649.0000,=649.0000,=649.0000,=721115798766.0,=717469812818.0,=589829953504.0,,=85.4975,,,,
2026-01-29,=613.8500,=613.8500,=613.8500,=613.8500,=682059989325.9,=678611470876.0,=557884617809.6,,=80.8669,,,,
2026-01-28,=628.0000,=628.0000,=628.0000,=628.0000,=697782313752.0,=694254302696.0,=570744546688.0,,=82.7310,,,,
2026-01-27,=615.6000,=615.6000,=615.6000,=615.6000,=684004446410.4,=680546096719.0,=559475068377.6,,=81.0974,,,,
2026-01-26,=589.8000,=589.8000,=589.8000,=589.8000,=655337593393.2,=652024184284.0,=536027282860.8,,=77.6986,,,,
2026-01-23,=585.0000,=585.0000,=585.0000,=585.0000,=650004225390.0,=646717781970.0,=531664904160.0,,=77.0663,,,,
2026-01-22,=621.0000,=621.0000,=621.0000,=621.0000,=690004485414.0,=686515799322.0,=564382744416.0,,=81.8088,,,,
2026-01-21,=581.9000,=581.9000,=581.9000,=581.9000,=646559758554.6,=643290730476.0,=528847534582.4,,=76.6579,,,,
2026-01-20,=585.0000,=585.0000,=585.0000,=585.0000,=650004225390.0,=646717781970.0,=531664904160.0,,=77.0663,,,,
2026-01-19,=605.5000,=605.5000,=605.5000,=605.5000,=672782151237.0,=669380541851.0,=550295896528.0,,=79.7669,,,,
2026-01-16,=617.0000,=617.0000,=617.0000,=617.0000,=685560012078.0,=682093797394.0,=560747428832.0,,=81.2819,,,,
2026-01-15,=625.0200,=625.0200,=625.0200,=625.0200,=694471181116.6799,=690959911260.0,=568036236577.92,,=82.3384,,,,
2026-01-14,=593.0000,=593.0000,=593.0000,=593.0000,=658893172062.0,=655561785826.0,=538935535328.0,,=78.1202,,,,
2026-01-13,=585.7600,=585.7600,=585.7600,=585.7600,=650848675323.84,=647557962336.0,=532355614120.96,,=77.1664,,,,
2026-01-12,=591.9700,=591.9700,=591.9700,=591.9700,=657748720177.98,=654423120330.0,=537999441565.12,,=77.9845,,,,
2026-01-09,=583.2000,=583.2000,=583.2000,=583.2000,=648004212388.8,=644727881102.0,=530029012147.2,,=76.8292,,,,
2026-01-08,=595.4500,=595.4500,=595.4500,=595.4500,=661615411980.3,=658270262007.0,=541162166123.2,,=78.4429,,,,
2026-01-07,=619.6000,=619.6000,=619.6000,=619.6000,=688448919746.4,=684968098647.0,=563110383961.6,,=81.6244,,,,
2026-01-06,=605.2500,=605.2500,=605.2500,=605.2500,=672504371653.5,=669104166731.0,=550068689304.0,,=79.7340,,,,
2026-01-05,=623.5100,=623.5100,=623.5100,=623.5100,=692793392432.34,=689290605532.0,=566663904944.96,,=82.1395,,,,
2025-12-31,=610.0000,=610.0000,=610.0000,=610.0000,=677782183740.0,=674355294020.0,=554385626560.0,,=80.3597,,,,
2025-12-30,=632.0000,=632.0000,=632.0000,=632.0000,=702226787088.0,=698676304624.0,=574379862272.0,,=83.2579,,,,
2025-12-29,=618.0000,=618.0000,=618.0000,=618.0000,=686671130412.0,=683199297876.0,=561656257728.0,,=81.4136,,,,
2025-12-26,=627.0000,=627.0000,=627.0000,=627.0000,=696671195418.0,=693148802214.0,=569835717792.0,,=82.5992,,,,
2025-12-25,=639.8000,=639.8000,=639.8000,=639.8000,=710893510093.2,=707299208384.0,=581468727660.7999,,=84.2855,,,,
2025-12-24,=634.4000,=634.4000,=634.4000,=634.4000,=704893471089.6,=701329505781.0,=576561051622.4,,=83.5741,,,,
2025-12-23,=621.0000,=621.0000,=621.0000,=621.0000,=690004485414.0,=686515799322.0,=564382744416.0,,=81.8088,,,,
2025-12-22,=617.5000,=617.5000,=617.5000,=617.5000,=686115571245.0,=682646547635.0,=561201843280.0,,=81.3477,,,,
2025-12-19,=571.7000,=571.7000,=571.7000,=571.7000,=635226351547.8,=632014625559.0,=519577479843.2,,=75.3142,,,,
2025-12-18,=571.2000,=571.2000,=571.2000,=571.2000,=634670792380.8,=631461875318.0,=519123065395.2,,=75.2483,,,,
2025-12-17,=589.9800,=589.9800,=589.9800,=589.9800,=655537594693.3201,=652223174370.0,=536190872062.08,,=77.7223,,,,
2025-12-16,=551.7900,=551.7900,=551.7900,=551.7900,=613103985517.86,=610004110963.0,=501482696523.84,,=72.6913,,,,
2025-12-15,=570.8600,=570.8600,=570.8600,=570.8600,=634293012147.24,=631086005155.0,=518814063570.56,,=75.2035,,,,
2025-12-12,=582.0000,=582.0000,=582.0000,=582.0000,=646670870388.0,=643401280524.0,=528938417472.0,,=76.6711,,,,
2025-12-11,=586.8100,=586.8100,=586.8100,=586.8100,=652015349574.5399,=648718737842.0,=533309884461.76,,=77.3047,,,,
2025-12-10,=616.0000,=616.0000,=616.0000,=616.0000,=684448893744.0,=680988296912.0,=559838599936.0,,=81.1501,,,,
2025-12-09,=606.0000,=606.0000,=606.0000,=606.0000,=673337710404.0,=669933292092.0,=550750310976.0,,=79.8328,,,,
2025-12-08,=570.0000,=570.0000,=570.0000,=570.0000,=633337450380.0,=630135274740.0,=518032470720.0,,=75.0902,,,,
2025-12-05,=537.0500,=537.0500,=537.0500,=537.0500,=596726101274.7,=593709033858.0,=488086558596.8,,=70.7495,,,,
2025-12-04,=535.5000,=535.5000,=535.5000,=535.5000,=595003867857.0,=591995508111.0,=486677873808.0,,=70.5453,,,,
2025-12-03,=523.7300,=523.7300,=523.7300,=523.7300,=581926005065.8201,=578983767438.0,=475980957702.08,,=68.9947,,,,
2025-12-02,=542.0000,=542.0000,=542.0000,=542.0000,=602226137028.0,=599181261244.0,=492585261632.0,,=71.4016,,,,
2025-12-01,=538.0000,=538.0000,=538.0000,=538.0000,=597781663692.0,=594759259316.0,=488949946048.0,,=70.8746,,,,
2025-11-28,=514.5000,=514.5000,=514.5000,=514.5000,=571670382843.0,=568779997989.0,=467592466992.0,,=67.7788,,,,
2025-11-27,=524.0000,=524.0000,=524.0000,=524.0000,=582226007016.0,=579282252568.0,=476226341504.0,,=69.0303,,,,
2025-11-26,=543.2200,=543.2200,=543.2200,=543.2200,=603581701395.48,=600529971832.0,=493694032885.12,,=71.5623,,,,
2025-11-25,=479.6600,=479.6600,=479.6600,=479.6600,=532959020086.44,=530264361196.0,=435928868255.3601,,=63.1891,,,,
2025-11-24,=456.8000,=456.8000,=456.8000,=456.8000,=507558854971.2,=504992620178.0,=415153039692.8,,=60.1776,,,,
2025-11-21,=464.0100,=464.0100,=464.0100,=464.0100,=515570018159.34,=512963278653.0,=421705696032.96,,=61.1274,,,,
2025-11-20,=492.0000,=492.0000,=492.0000,=492.0000,=546670220328.0,=543906237144.0,=447143816832.0,,=64.8147,,,,
2025-11-19,=488.6000,=488.6000,=488.6000,=488.6000,=542892417992.4,=540147535505.0,=444053798585.6001,,=64.3668,,,,
2025-11-18,=472.9100,=472.9100,=472.9100,=472.9100,=525458971331.94,=522802232943.0,=429794273207.3601,,=62.2999,,,,
2025-11-17,=483.2000,=483.2000,=483.2000,=483.2000,=536892378988.8,=534177832902.0,=439146122547.2,,=63.6554,,,,
2025-11-14,=462.8200,=462.8200,=462.8200,=462.8200,=514247787341.88,=511647733079.0,=420624189646.72,,=60.9706,,,,
2025-11-13,=481.0000,=481.0000,=481.0000,=481.0000,=534447918654.0,=531745731842.0,=437146698976.0,,=63.3656,,,,
2025-11-12,=491.7500,=491.7500,=491.7500,=491.7500,=546392440744.5,=543629862024.0,=446916609608.0,,=64.7818,,,,
2025-11-11,=468.0500,=468.0500,=468.0500,=468.0500,=520058936228.7,=517429500600.0,=425377364772.8,,=61.6596,,,,
2025-11-10,=490.0000,=490.0000,=490.0000,=490.0000,=544447983660.0,=541695236180.0,=445326159040.0,,=64.5512,,,,
2025-11-07,=490.0500,=490.0500,=490.0500,=490.0500,=544503539576.7,=541750511204.0,=445371600484.8,,=64.5578,,,,
2025-11-06,=496.8800,=496.8800,=496.8800,=496.8800,=552092477797.92,=549301079496.0,=451578901844.48,,=65.4576,,,,
2025-11-05,=477.0100,=477.0100,=477.0100,=477.0100,=530014556501.34,=527334784919.0,=433520471680.96,,=62.8400,,,,
2025-11-04,=477.8000,=477.8000,=477.8000,=477.8000,=530892339985.2,=528208130300.0,=434238446508.8,,=62.9440,,,,
2025-11-03,=480.0000,=480.0000,=480.0000,=480.0000,=533336800320.0,=530640231360.0,=436237870080.0,,=63.2339,,,,
2025-10-31,=473.0100,=473.0100,=473.0100,=473.0100,=525570083165.34,=522912782991.0,=429885156096.96,,=62.3130,,,,
2025-10-30,=514.7400,=514.7400,=514.7400,=514.7400,=571937051243.16,=569045318105.0,=467810585927.04,,=85.2260,,,,
2025-10-29,=520.7200,=520.7200,=520.7200,=520.7200,=578581538880.48,=575656210987.0,=473245382725.12,,=86.2161,,,,
2025-10-28,=513.0000,=513.0000,=513.0000,=513.0000,=570003705342.0,=567121747266.0,=466229223648.0,,=84.9379,,,,
2025-10-27,=508.9400,=508.9400,=508.9400,=508.9400,=565492564905.96,=562633415309.0,=462539378330.24,,=84.2657,,,,
2025-10-24,=494.0000,=494.0000,=494.0000,=494.0000,=548892456996.0,=546117238108.0,=448961474624.0,,=81.7920,,,,
2025-10-23,=440.8800,=440.8800,=440.8800,=440.8800,=489869851093.92,=487393052504.0,=400684483668.48,,=72.9969,,,,
2025-10-22,=444.3000,=444.3000,=444.3000,=444.3000,=493669875796.2,=491173864153.0,=403792678492.8,,=73.5632,,,,
2025-10-21,=441.5000,=441.5000,=441.5000,=441.5000,=490558744461.0,=488078462803.0,=401247957584.0,,=73.0996,,,,
2025-10-20,=403.0000,=403.0000,=403.0000,=403.0000,=447780688602.0,=445516694246.0,=366258045088.0,,=66.7251,,,,
2025-10-17,=373.6000,=373.6000,=373.6000,=373.6000,=415113809582.4,=413014980075.0,=339538475545.6001,,=61.8573,,,,
2025-10-16,=366.9700,=366.9700,=366.9700,=366.9700,=407747095027.9801,=405685511880.0,=333512939965.12,,=60.7596,,,,
2025-10-15,=354.1200,=354.1200,=354.1200,=354.1200,=393469224436.08,=391479830686.0,=321834488651.52,,=58.6320,,,,
2025-10-14,=346.1000,=346.1000,=346.1000,=346.1000,=384558055397.4,=382613716820.0,=314545680905.6001,,=57.3041,,,,
2025-10-13,=376.9900,=376.9900,=376.9900,=376.9900,=418880500734.6601,=416762626709.0,=342619405503.04,,=62.4186,,,,
2025-10-10,=390.0000,=390.0000,=390.0000,=390.0000,=433336150260.0,=431145187980.0,=354443269440.0,,=64.5727,,,,
2025-10-09,=398.8100,=398.8100,=398.8100,=398.8100,=443125102782.54,=440884647226.0,=362450052013.76,,=66.0313,,,,
2025-09-30,=403.6800,=403.6800,=403.6800,=403.6800,=448536249069.12,=446268434574.0,=366876048737.28,,=66.8377,,,,
2025-09-29,=416.7500,=416.7500,=416.7500,=416.7500,=463058565694.5,=460717325874.0,=378754442408.0,,=69.0017,,,,
2025-09-26,=413.7000,=413.7000,=413.7000,=413.7000,=459669654775.8,=457345549403.0,=375982514275.2,,=68.4967,,,,
2025-09-25,=434.6000,=434.6000,=434.6000,=434.6000,=482892027956.4,=480450509477.0,=394977038201.6001,,=71.9571,,,,
2025-09-24,=423.5000,=423.5000,=423.5000,=423.5000,=470558614449.0,=468179454127.0,=384889037456.0,,=70.1193,,,,
2025-09-23,=434.2900,=434.2900,=434.2900,=434.2900,=482547581272.86,=480107804328.0,=394695301243.84,,=71.9058,,,,
2025-09-22,=418.0000,=418.0000,=418.0000,=418.0000,=464447463612.0,=462099201476.0,=379890478528.0,,=69.2087,,,,
2025-09-19,=421.5000,=421.5000,=421.5000,=421.5000,=468336377781.0,=465968453163.0,=383071379664.0,,=69.7882,,,,
2025-09-18,=409.4000,=409.4000,=409.4000,=409.4000,=454891845939.6,=452591897331.0,=372074550022.4,,=67.7847,,,,
2025-09-17,=406.2000,=406.2000,=406.2000,=406.2000,=451336267270.8,=449054295788.0,=369166297555.2,,=67.2549,,,,
2025-09-16,=411.4200,=411.4200,=411.4200,=411.4200,=457136304974.28,=454825008304.0,=373910384392.32,,=68.1192,,,,
2025-09-15,=408.0200,=408.0200,=408.0200,=408.0200,=453358502638.68,=451066306666.0,=370820366145.92,,=67.5563,,,,
2025-09-12,=422.0900,=422.0900,=422.0900,=422.0900,=468991937598.06,=466620698447.0,=383607588712.64,,=69.8858,,,,
2025-09-11,=439.9700,=439.9700,=439.9700,=439.9700,=488858733409.98,=486387047066.0,=399857449373.12,,=72.8462,,,,
2025-09-10,=385.0000,=385.0000,=385.0000,=385.0000,=427780558590.0,=425617685570.0,=349899124960.0,,=63.7448,,,,
2025-09-09,=359.2900,=359.2900,=359.2900,=359.2900,=399213706222.8601,=397195268178.0,=326533134043.84,,=59.4880,,,,
2025-09-08,=369.9900,=369.9900,=369.9900,=369.9900,=411102672396.6601,=409024123335.0,=336257603231.04,,=61.2596,,,,
2025-09-05,=407.0000,=407.0000,=407.0000,=407.0000,=452225161938.0,=449938696174.0,=369893360672.0,,=67.3874,,,,
2025-09-04,=369.1400,=369.1400,=369.1400,=369.1400,=410158221812.76,=408084447925.0,=335485098669.44,,=61.1189,,,,
2025-09-03,=426.1900,=426.1900,=426.1900,=426.1900,=473547522767.46,=471153250424.0,=387333787186.24,,=70.5647,,,,
2025-09-02,=384.0000,=384.0000,=384.0000,=384.0000,=426669440256.0,=424512185088.0,=348990296064.0,,=63.5792,,,,
2025-09-01,=406.1000,=406.1000,=406.1000,=406.1000,=451225155437.4,=448943745740.0,=369075414665.6001,,=67.2384,,,,
2025-08-29,=354.9200,=354.9200,=354.9200,=354.9200,=394358119103.28,=392364231071.0,=322561551768.32,,=58.7644,,,,
2025-08-28,=359.0300,=359.0300,=359.0300,=359.0300,=398924815456.02,=396907838052.0,=326296838530.88,,=59.4449,,,,
